wdid,spectype,teff,logg
SDSS J110031.15+280906.1,DA,7678.0,8.406
SDSS J110031.73+370243.6,DA,,
SDSS J110036.93+665949.4,DA,19736.0,9.331
SDSS J110040.43+512900.9,DA,11718.0,8.012
SDSS J110041.14+450406.6,DA,9640.0,8.72
SDSS J110042.62+572142.9,DA,8954.0,7.984
SDSS J110043.28+320705.4,DA,9072.0,8.107
SDSS J110045.15+521043.8,DA,20921.0,7.242
SDSS J110045.62+343116.0,DA,18842.0,8.91
SDSS J110047.02+281547.7,DA,6826.0,7.867
SDSS J110047.26+404405.9,DA,12232.0,8.837
SDSS J110048.80+092901.5,DA,8502.0,7.78
SDSS J110050.38+561640.9,DA,,
SDSS J110052.63+073534.6,DAM,12301.0,6.599
SDSS J110054.91+230604.0,DA,11647.0,9.47
SDSS J110057.04+463459.6,DA,18076.0,7.916
SDSS J110058.84+642125.3,DA,19922.0,8.006
SDSS J110105.55+453130.1,DA,9412.0,8.208
SDSS J110106.35+134622.7,DA+M,23886.0,7.82
SDSS J110107.85+270830.1,DA,17088.0,7.743
SDSS J110108.01-021841.1,DA,9365.0,8.47
SDSS J110118.52+604014.3,DA,15220.0,7.781
SDSS J110119.73+051513.8,DA,11393.0,7.278
SDSS J110120.28+225040.7,DA,12953.0,8.471
SDSS J110121.60+481356.9,DA,21012.0,8.229
SDSS J110122.09+204904.1,DA,15910.0,8.041
SDSS J110123.46+291640.5,DA:,8396.0,7.05
SDSS J110127.03+451053.1,DA,28112.0,8.795
SDSS J110131.93+600307.1,DA,8106.0,8.0
SDSS J110132.85+041331.3,DA,10722.0,7.943
SDSS J110136.35+143940.4,DA,10805.0,8.26
SDSS J110136.86+174155.9,DA,18458.0,8.551
SDSS J110139.84+314639.7,DA,7952.0,6.799
SDSS J110142.82+122710.5,DA,7438.0,6.961
SDSS J110143.01+200354.3,DA,20361.0,7.48
SDSS J110143.67+055544.1,DA,22207.0,7.373
SDSS J110145.33+281637.3,DA,10876.0,8.2
SDSS J110145.59+231438.7,DA,7158.0,8.022
SDSS J110149.97+420013.7,DA,15022.0,8.621
SDSS J110150.90+360559.4,DA+M,31887.0,7.44
SDSS J110153.98+604331.4,DA,7219.0,7.881
SDSS J110154.00+452723.5,DA:,11323.0,6.9
SDSS J110158.86+253427.0,DA,7718.0,8.113
SDSS J110200.04+635336.5,DA,13115.0,7.94
SDSS J110202.48+231612.2,DA,9099.0,8.062000000000001
SDSS J110203.75+400558.0,DA,9942.0,8.943
SDSS J110205.12+084343.4,DA,19252.0,7.329
SDSS J110208.01+260718.1,DA,14679.0,7.672
SDSS J110212.85+314512.6,DA,7149.0,7.703
SDSS J110213.04+341928.8,DA,24188.0,7.87
SDSS J110216.14+193318.2,DA,11041.0,8.63
SDSS J110217.13+541954.0,DA,18804.0,9.105
SDSS J110217.52+393002.1,DA,17126.0,8.133
SDSS J110219.76+121253.9,DA,24889.0,7.752
SDSS J110221.36+403450.3,DA,13947.0,8.475
SDSS J110221.52+021522.6,DA,17883.0,6.911
SDSS J110225.50+645304.8,DA+M:,7505.0,9.036
SDSS J110230.06+472635.1,DA,16915.0,8.211
SDSS J110233.58+465625.9,DA:,8935.0,7.841
SDSS J110235.21+305006.7,DA,16062.0,8.258
SDSS J110238.04+263409.4,DA,10130.0,7.403
SDSS J110243.25+191132.8,DA,16900.0,8.404
SDSS J110244.25+034210.8,DA,15275.0,7.99
SDSS J110244.75+465526.2,DA+M,9402.0,7.975
SDSS J110245.13+342428.6,DA,9696.0,7.6
SDSS J110250.31+163359.8,DA,6819.0,8.353
SDSS J110255.18+314050.5,DA,7109.0,6.013999999999999
SDSS J110255.71+610034.6,DA,20532.0,8.324
SDSS J110300.52+623158.5,DAH,13448.0,8.542
SDSS J110301.50+230305.0,DA:,8254.0,6.5
SDSS J110302.61+165433.5,DA:,8134.0,8.63
SDSS J110312.82+292713.1,DA,28075.0,7.483
SDSS J110314.73+070450.8,DA,20192.0,8.454
SDSS J110314.82+221633.6,DA,8078.0,7.722
SDSS J110318.87+393558.3,DA,5109.0,8.016
SDSS J110320.28+085645.8,DA,30044.0,7.86
SDSS J110322.46+350720.6,DA,7831.0,8.421
SDSS J110326.12+251846.2,DA,10692.0,7.946000000000001
SDSS J110329.22+391919.1,DA,10782.0,7.233
SDSS J110329.45+490801.4,DA,9184.0,7.981
SDSS J110329.50+631031.1,DA,8960.0,7.844
SDSS J110330.36+342740.0,DA,52606.0,7.88
SDSS J110336.16+363727.8,DA,13792.0,7.93
SDSS J110336.23+535258.3,DA,21664.0,7.494
SDSS J110341.41+053448.7,DAH,11233.349899588004,8.673143145384914
SDSS J110346.43+351842.2,DA,11725.0,7.649
SDSS J110348.88-010837.4,DA,7306.0,8.01
SDSS J110351.34+020719.0,DA,6535.0,8.015
SDSS J110351.62+022545.8,DA,7325.0,8.131
SDSS J110351.75+635116.7,DA:,6716.0,7.758
SDSS J110356.04-012929.9,DA,9137.0,7.8
SDSS J110358.88+443840.7,DA,18452.0,7.725
SDSS J110359.55+292440.6,DA:,8080.0,8.39
SDSS J110359.79+381940.9,DA,16959.0,7.853
SDSS J110403.02+172517.8,DA,7884.0,8.93
SDSS J110405.01+373711.9,DA,19554.0,8.295
SDSS J110411.43+572926.2,DA,,
SDSS J110413.41+071905.0,DA:,7630.0,7.74
SDSS J110416.24+402431.5,DA,9317.0,7.17
SDSS J110420.03-003628.1,DA,12470.0,7.867
SDSS J110420.67+415321.1,DA,7796.0,7.67
SDSS J110421.61+375051.5,DA,5906.0,7.387
SDSS J110425.96+541611.6,DA,8204.0,8.022
SDSS J110426.15+061630.4,DA,21651.0,7.437
SDSS J110427.83+451031.8,DA,16393.0,8.083
SDSS J110434.76+451950.9,DA:,7434.0,8.646
SDSS J110435.27+291757.5,DA,31715.0,7.8
SDSS J110436.32+525104.9,DA:,7483.0,8.083
SDSS J110439.74+140353.7,DA,16811.0,6.65
SDSS J110440.66+003058.2,DA,7883.0,6.622999999999999
SDSS J110441.17+391026.9,DA,14035.0,8.317
SDSS J110447.94+640426.0,DA,22717.0,7.938
SDSS J110449.38+513649.5,DA,,
SDSS J110455.97+160517.4,DA,18324.0,7.081
SDSS J110459.35+035848.0,DA,27083.0,7.09
SDSS J110459.35+304448.6,DA,13027.0,8.285
SDSS J110459.46+565045.5,DA,8811.0,8.231
SDSS J110500.42+333540.7,DA,7008.0,8.017
SDSS J110500.81+023504.7,DA,36392.0,7.505
SDSS J110502.34+383431.1,DA,22436.0,7.457
SDSS J110503.26+660242.1,DA,10032.0,6.0
SDSS J110504.76-162829.7,DA,13470.0,7.483
SDSS J110504.90+360335.8,DA,8572.0,7.91
SDSS J110505.75+522522.2,DAH,17438.0,8.886
SDSS J110505.87+503142.6,DA:,6380.0,8.204
SDSS J110505.94+583103.0,DA,10814.0,7.825
SDSS J110506.61-020416.5,DA,10960.0,8.94
SDSS J110506.97+035545.9,DA,10534.0,8.13
SDSS J110507.52+243155.4,DA,8457.0,7.947
SDSS J110509.98+273841.5,DA,8124.0,7.646
SDSS J110510.71+474804.0,DA,9576.0,9.089
SDSS J110512.01+320003.9,DA,6967.0,8.014
SDSS J110514.05+081122.8,DA,13683.0,7.243
SDSS J110514.20+590449.2,DA,14474.0,7.547
SDSS J110514.47+180613.4,DA,8003.0,6.566
SDSS J110514.56+495737.6,DA,21463.0,7.758
SDSS J110515.53+255840.7,DA,8489.0,7.932
SDSS J110515.98+192453.5,DA,9495.0,8.096
SDSS J110518.17+643915.3,DA,13310.0,7.377999999999999
SDSS J110527.42-005444.5,DA,8640.0,7.77
SDSS J110527.57+300942.7,DA,9199.0,7.956
SDSS J110528.07-162407.3,DA,11972.0,6.508
SDSS J110535.67+625558.9,DA:,8353.0,8.0
SDSS J110539.44-021630.9,DA,9731.0,8.03
SDSS J110544.31+322158.5,DA,8398.0,8.119
SDSS J110545.90+394034.3,DA,8789.0,8.54
SDSS J110546.70+374329.8,DA,13572.0,7.812
SDSS J110548.21+153227.1,DA,7991.0,8.18
SDSS J110549.24+024352.5,DA,42318.0,7.999
SDSS J110552.32+320422.8,DA,20582.0,7.873
SDSS J110558.27+211944.0,DA,14348.0,8.435
SDSS J110559.01+023127.9,DA,8940.0,7.209
SDSS J110600.57+621017.1,DA,10005.0,8.347
SDSS J110600.69-160458.0,DA,14926.0,8.336
SDSS J110603.16+472253.5,DA,23291.0,7.501
SDSS J110604.52+180231.2,DA,13058.0,8.857
SDSS J110606.08+502058.4,DA,12163.0,7.828
SDSS J110606.43+392256.3,DA,,
SDSS J110606.74+514002.2,DA,17414.0,7.701
SDSS J110614.85+042058.8,DAZ,8113.0,5.723
SDSS J110619.21+293814.9,DA,6997.0,8.434
SDSS J110623.74+394255.9,DA,12222.0,8.111
SDSS J110637.30+614950.2,DA:,6703.0,8.263
SDSS J110640.38+145110.5,DA+M7,8735.0,6.822
SDSS J110642.07+282824.0,DA:,6516.0,9.764
SDSS J110646.09+195204.4,DA,8651.0,4.95
SDSS J110646.98+250924.7,DA,7974.0,7.851
SDSS J110648.43+333048.6,DA,10226.0,8.27
SDSS J110651.79+625023.9,DA,12097.0,8.005
SDSS J110652.77+082123.8,DA,11531.0,7.82
SDSS J110656.16+614642.6,DA,12879.0,7.537000000000001
SDSS J110701.40+134508.5,DA:,7265.0,8.166
SDSS J110703.39+255159.0,DA,15264.0,7.999
SDSS J110704.57+285333.3,DA,7955.0,8.431000000000001
SDSS J110709.25+180555.9,DAZ,6467.0,5.0760000000000005
SDSS J110711.60+400729.2,DA,,
SDSS J110711.63+073848.5,DA,13662.0,7.88
SDSS J110717.16+254726.9,DA,8208.0,7.987
SDSS J110717.55+164207.6,DA,8379.0,6.588
SDSS J110717.65+212722.0,DA,9055.0,7.987
SDSS J110718.15+254858.0,DA,8130.0,8.209
SDSS J110721.52+162005.7,DA:,8129.0,8.326
SDSS J110726.13+350142.7,DA,16760.0,8.181
SDSS J110727.09-150625.1,DA,17318.590616288577,8.293347917954106
SDSS J110734.09-162414.4,DA+M,6300.0,10.0
SDSS J110735.32+085924.5,DA,17989.0,8.971
SDSS J110735.81+614636.8,DA,8343.0,8.319
SDSS J110736.03-170553.5,DA,11298.0,7.731
SDSS J110736.51+073938.1,DA,9068.0,7.53
SDSS J110741.47+283003.1,DA+M,,
SDSS J110746.77+610557.6,DA,17068.0,7.889
SDSS J110748.71-163650.1,DA,37064.0,7.72
SDSS J110749.55+524650.9,DA,7158.0,8.031
SDSS J110749.80+290939.9,DA+M,,
SDSS J110750.61+164011.5,DA,19001.0,7.837
SDSS J110750.76+261351.8,DA,11079.0,8.085
SDSS J110751.04+524653.1,DA,6656.0,7.982
SDSS J110752.87-160705.4,DA,15292.0,8.957
SDSS J110754.27+414859.7,DA,9022.0,8.056
SDSS J110755.06-171643.7,DA,12545.0,7.28
SDSS J110757.24+654756.6,DA,14724.0,8.194
SDSS J110757.29+480416.0,DA:,11022.0,6.776
SDSS J110759.44+303344.6,DA,9158.0,7.81
SDSS J110802.85+062133.0,DA,13803.0,7.613
SDSS J110804.32+641232.0,DA,7831.0,8.02
SDSS J110810.96+621313.8,DA,12009.0,7.967
SDSS J110811.43+490230.7,DA,11327.0,7.646
SDSS J110812.57+372041.7,DA,17740.0,8.078
SDSS J110812.87+030045.4,DA,15861.0,7.774
SDSS J110815.51+151246.7,DA,,
SDSS J110818.05+533307.6,DA+M,7467.0,6.961
SDSS J110822.65+120828.0,DA,8474.0,7.73
SDSS J110824.87+165259.0,DA,9244.0,8.8
SDSS J110826.47+092721.5,DA+M,39581.0,7.64
SDSS J110827.68+185647.7,DA,7928.0,5.73
SDSS J110828.42+123826.4,DA,7815.0,7.728
SDSS J110833.78+110252.7,DA,19063.0,8.073
SDSS J110834.61+625343.4,DA,11206.0,7.845
SDSS J110837.65+113145.9,DAB:,6583.0,6.44
SDSS J110840.67+063846.8,DA,15320.0,7.748
SDSS J110841.13+303838.6,DA,12789.0,7.47
SDSS J110843.48+602325.7,DA,9658.0,7.923
SDSS J110849.08+395105.2,DA,30529.0,7.869
SDSS J110849.28+673431.9,DA,,
SDSS J110853.98-002041.3,DA+M2,24726.0,7.97
SDSS J110854.00+333151.0,DA,7758.0,7.8
SDSS J110854.23-145147.1,DA+M,6300.0,5.05
SDSS J110858.79+134519.6,DA,27016.0,8.014
SDSS J110900.25+012520.1,DA,8696.0,7.96
SDSS J110906.67+502035.8,DA,7125.0,8.026
SDSS J110906.84+001234.7,DA,8489.0,6.44
SDSS J110907.62+450223.2,DA,6765.0,7.957
SDSS J110908.01+605310.4,DA,13938.0,7.76
SDSS J110908.86+640201.6,DA:,7195.0,7.869
SDSS J110911.12+582209.4,DAH,19207.0,7.66
SDSS J110914.99+031808.6,DA,16862.0,7.928
SDSS J110919.05-170044.5,DA,16089.0,7.994
SDSS J110919.46+094944.6,DA,12809.0,7.77
SDSS J110922.34+281019.9,DA,11701.0,6.894
SDSS J110927.05+611126.3,DA,8477.0,9.999
SDSS J110929.27+440256.7,DA,25619.0,7.738
SDSS J110931.99+051217.8,DA,15246.0,7.971
SDSS J110933.31+255644.7,DAZ:,6861.0,8.02
SDSS J110934.45+120206.1,DA,16255.0,7.676
SDSS J110935.19+221646.2,DA,10847.0,8.248
SDSS J110935.24+334652.2,DA+M,9472.0,7.71
SDSS J110935.94+384940.2,DA,7024.0,8.154
SDSS J110936.55+181706.4,DA,10987.0,8.13
SDSS J110939.17+492628.3,DA,,
SDSS J110940.44+321352.2,DA,8402.0,8.181000000000001
SDSS J110941.91-154515.8,DA,18554.0,9.347
SDSS J110943.13-151818.9,DA,17457.0,8.422
SDSS J110944.28+095945.0,DA,32959.0,7.82
SDSS J110944.78+044049.5,DA,6877.0,8.017
SDSS J110946.76+480915.2,DA,10251.0,7.415
SDSS J110948.71+411138.6,DA,12823.0,7.563
SDSS J110948.74+344332.9,DA,5505.0,7.157
SDSS J110951.04+352244.9,DA,,
SDSS J110953.10+171934.8,DA,8973.0,7.312
SDSS J110953.56+233242.7,DA,12664.0,7.062
SDSS J110955.43+200841.0,DA,27975.0,7.877
SDSS J111000.13+585122.6,DA,9068.0,7.963
SDSS J111000.70+081820.2,DA,9665.0,7.8
SDSS J111001.51+643848.9,DA,14086.0,7.849
SDSS J111002.56+100637.1,DA+M,11045.0,7.55
SDSS J111007.64+150442.6,DA:,7016.0,7.816
SDSS J111008.80+382957.9,DA,14245.0,8.25
SDSS J111009.13+171938.9,DA,25112.0,7.78
SDSS J111010.50+600141.4,DAH,29214.738385225897,8.919443844955236
SDSS J111010.69+293607.3,DA,10323.0,5.77
SDSS J111010.83-154510.7,DA,6587.0,7.29
SDSS J111012.39+375300.9,DA,19581.0,8.018
SDSS J111012.87+580847.8,DA,23784.0,7.591
SDSS J111025.56+175630.3,DA,13049.0,7.618
SDSS J111025.58+453352.3,DA,10395.0,7.98
SDSS J111026.27+480443.8,DA,11853.0,7.29
SDSS J111028.76+382151.1,DA,13772.0,7.769
SDSS J111031.33+132315.7,DA:,7404.0,8.41
SDSS J111035.82+460648.8,DA,9052.0,6.328
SDSS J111038.58+453436.4,DA,8697.0,8.14
SDSS J111038.99+134340.4,DA,38907.0,8.356
SDSS J111039.34-003040.1,DA,14568.0,8.084
SDSS J111043.35+320110.2,DA,11426.0,7.53
SDSS J111044.62+231405.0,DA,35046.0,7.67
SDSS J111045.14+325024.3,DAZ:,8646.0,7.255
SDSS J111048.30+455039.3,DA+M,22622.0,6.0
SDSS J111049.43+401211.1,DA,13395.0,8.002
SDSS J111059.35+205225.3,DA:,6950.0,7.78
SDSS J111059.42-170954.2,DA,52226.0,7.63
SDSS J111105.08+571828.7,DA:,9841.0,8.0
SDSS J111106.27+184718.9,DA,8078.0,6.76
SDSS J111106.76+621401.3,DA,7509.0,7.077
SDSS J111115.64+150843.6,DA,24664.0,7.797
SDSS J111117.06+451330.5,DA,19852.0,8.274
SDSS J111120.42+100237.9,DA,7488.0,6.54
SDSS J111120.66+664031.1,DA:,7962.0,8.0
SDSS J111127.30+395628.0,DA,68221.0,7.549
SDSS J111127.78+622618.0,DA,19173.0,7.975
SDSS J111129.23+652932.4,DA,25534.0,6.99
SDSS J111130.43+200806.3,DA,10085.0,7.646
SDSS J111133.62+261537.9,DA,9767.0,8.109
SDSS J111134.17+225237.5,DA+M,8393.0,8.198
SDSS J111141.09+615055.8,DA,13812.0,7.999
SDSS J111141.46+563708.7,DAZ:,7114.0,8.0
SDSS J111141.60+645439.4,DA,21999.0,8.28
SDSS J111151.15+222234.0,DA,7009.0,6.981
SDSS J111155.59+214740.0,DA,7619.0,7.585
SDSS J111156.29+394157.4,DAH,31539.0,9.84
SDSS J111159.47+375308.2,DA,14064.0,8.145
SDSS J111204.32+210100.2,DA,17022.0,7.815
SDSS J111205.22+183200.3,DAH,9429.0,9.37
SDSS J111205.52+630148.5,DA,23030.0,7.96
SDSS J111206.20+095118.4,DA,5780.0,7.719
SDSS J111208.18+562055.0,DA:,6921.0,7.459
SDSS J111209.67+240635.4,DA,15244.0,8.425
SDSS J111210.20+194421.0,DA,12168.0,7.576
SDSS J111215.82+111745.0,DA,9317.0,5.904
SDSS J111216.89+194145.6,DA:,7639.0,8.23
SDSS J111221.06+374534.9,DA,20818.0,7.395
SDSS J111231.16+535913.5,DA,12021.0,8.225
SDSS J111233.66+382759.5,DA,16256.0,7.446
SDSS J111235.69+192025.0,DA,9738.0,7.927
SDSS J111236.51-152448.8,DA,18314.0,6.927
SDSS J111243.55+263048.9,DA,7022.0,7.964
SDSS J111245.07+100051.9,DA,8943.0,7.942
SDSS J111245.76+185719.6,DA,8953.28173371448,8.636657538568395
SDSS J111245.86+451511.8,DA,7094.0,6.114
SDSS J111249.26+101242.7,DA,8806.0,7.929
SDSS J111249.34-003814.4,DA+M4,11553.0,8.33
SDSS J111258.19+065049.9,DA,,
SDSS J111302.22+324635.3,DA,18920.0,8.027
SDSS J111302.70+495039.8,DA,6909.0,7.918
SDSS J111304.30+112336.5,DA,16542.0,7.9
SDSS J111305.09+155545.9,DAO,72622.0,6.72
SDSS J111307.68+595342.3,DA,13377.0,7.893
SDSS J111311.44+252832.4,DA,16350.0,8.034
SDSS J111312.77+333226.3,DA,7420.0,8.856
SDSS J111314.87+403451.9,DA,,
SDSS J111316.16+601809.9,DA:,10135.0,8.0
SDSS J111321.34+470713.9,DA,9793.0,8.085
SDSS J111323.37+091312.1,DA,8144.0,6.81
SDSS J111325.87+144103.4,DA,8161.0,8.166
SDSS J111326.63+665741.4,DA:,7163.0,8.343
SDSS J111331.79+205345.1,DA,9679.0,7.74
SDSS J111331.84+202013.0,DA+M,17505.0,7.51
SDSS J111331.92+140837.4,DA,,
SDSS J111332.19+060332.6,DA,11801.0,8.17
SDSS J111332.96+331557.6,DA,11762.0,8.566
SDSS J111334.75+202534.6,DA,9886.0,8.09
SDSS J111335.00+032423.0,DA,6471.0,7.959
SDSS J111340.60+361255.3,DA,12431.0,8.192
SDSS J111342.25+273341.0,DA,17395.0,8.465
SDSS J111343.68+235142.1,DA,9244.0,8.142000000000001
SDSS J111345.03-162134.3,DA,59759.0,6.95
SDSS J111345.51+490515.7,DA,11545.0,8.751
SDSS J111347.44+061431.3,DA,13778.0,8.299
SDSS J111348.63+392655.9,DA,8998.0,8.19
SDSS J111349.09+583516.0,DA,7313.0,7.5
SDSS J111352.48+023511.3,DA,23707.0,7.711
SDSS J111352.55+220113.2,DA:,12346.0,8.419
SDSS J111353.35+595322.8,DA,17579.0,7.939
SDSS J111356.48+131614.4,DA,45488.0,7.6
SDSS J111357.12+674000.3,DA,7272.0,7.2
SDSS J111406.73+601939.2,DA,13169.0,7.765
SDSS J111410.95+571004.3,DA,20828.0,8.433
SDSS J111412.59+315520.5,DA,10851.0,7.724
SDSS J111412.61-112506.2,DA,13263.0,8.766
SDSS J111414.01+151300.8,DA,15791.0,7.538
SDSS J111420.13+121303.7,DA,16533.0,7.152
SDSS J111424.26+495219.7,DA,6299.0,8.161
SDSS J111432.60+253549.3,DA,13531.0,7.713
SDSS J111433.03+333103.0,DA:,8192.0,7.39
SDSS J111433.14+451510.3,DA,8109.0,7.959
SDSS J111433.44+063239.1,DA,15588.0,7.996
SDSS J111434.50+190526.9,DA,7654.0,8.52
SDSS J111435.88+563741.6,DA,7028.0,8.24
SDSS J111436.83+540128.9,DA,9249.0,8.068
SDSS J111441.60+194137.2,DA,7879.0,7.63
SDSS J111444.70+200114.7,DA,41904.0,7.83
SDSS J111444.93+280856.0,DA,7733.0,7.039
SDSS J111447.43+370536.6,DA,6451.0,7.91
SDSS J111450.87+525115.0,DA,8715.0,8.167
SDSS J111455.00+454704.7,DA,8563.0,8.106
SDSS J111457.90+285911.2,DA,15698.0,7.874
SDSS J111501.15-124217.9,DA,30527.0,7.828
SDSS J111501.63+162134.7,DA,9030.0,7.56
SDSS J111503.08+201555.6,DA,9902.0,7.489
SDSS J111504.38+593506.9,DA,7596.0,7.779
SDSS J111507.26+453009.7,DA,6937.0,7.97
SDSS J111508.27+162927.9,DA,20496.0,7.55
SDSS J111508.46+165112.3,DA,7749.0,8.139
SDSS J111508.86+603734.5,DA:,6761.0,8.097
SDSS J111509.50+020029.0,DA,27402.0,7.937
SDSS J111511.31+192032.6,DA,56079.0,7.28
SDSS J111516.51+020021.2,DA,6377.0,7.07
SDSS J111516.78+505137.0,DA,10287.0,7.12
SDSS J111517.54+280540.8,DA,27246.0,7.773
SDSS J111521.92+563404.7,DA,18107.0,7.964
SDSS J111525.52+333527.3,DA,16716.0,6.94
SDSS J111526.89+180915.2,DA,7882.0,5.6
SDSS J111527.32+024622.0,DA,23869.0,6.62
SDSS J111531.15+392655.7,DA,8326.0,8.058
SDSS J111531.56+403224.1,DA,8156.0,8.284
SDSS J111533.35+291111.6,DA,10247.0,6.3020000000000005
SDSS J111534.93+324319.6,DA,10837.0,6.0
SDSS J111535.50+035719.3,DA,,
SDSS J111535.77+302359.8,DA:,8468.0,8.99
SDSS J111535.81+172246.5,DA,7478.0,7.667
SDSS J111537.45+293519.2,DA,13588.0,7.962
SDSS J111537.73+421153.9,DA,16876.0,8.382
SDSS J111538.66+440653.9,DA,10256.0,5.924
SDSS J111542.85+111651.9,DA,15331.0,8.065
SDSS J111544.64+294249.5,DA,7269.0,8.587
SDSS J111549.80+555726.6,DA,7417.0,8.32
SDSS J111549.98+164658.0,DA,7230.0,6.307
SDSS J111550.95+105933.0,DA,9490.0,7.782
SDSS J111551.13+062309.6,DA,23610.0,7.95
SDSS J111556.07+560333.8,DA,8088.0,8.572
SDSS J111557.64+390336.0,DA,12297.0,8.028
SDSS J111559.68+673116.9,DA,6668.0,7.28
SDSS J111607.07+535957.0,DA,7306.0,7.536
SDSS J111607.71+122129.2,DA,10200.0,8.73
SDSS J111608.80+092532.5,DA,5440.0,8.082
SDSS J111609.81+151121.3,DAB,12291.0,7.507
SDSS J111609.81+284308.4,DA,7374.0,8.13
SDSS J111613.54+603222.9,DA,8138.0,8.016
SDSS J111617.04+155941.8,DA,31924.0,7.69
SDSS J111617.51+221623.1,DA,9612.0,7.888
SDSS J111618.24+200159.3,DA,10086.0,4.96
SDSS J111622.38-124038.4,DA,12483.0,7.038
SDSS J111624.23+600048.7,DA,16277.0,7.91
SDSS J111628.51+161350.5,DA,27082.0,8.21
SDSS J111629.72-003234.4,DAH,5904.0,8.008
SDSS J111629.75+060014.3,DA,8548.0,7.335
SDSS J111631.11+421628.9,DA,7484.0,7.12
SDSS J111631.25-105206.3,DA,20881.0,8.786
SDSS J111632.99+382547.2,DA,,
SDSS J111633.36+595403.2,DA,13333.0,7.863
SDSS J111634.88+022338.1,DAM,14417.0,7.435
SDSS J111637.18+001441.5,DA,16398.0,7.918
SDSS J111637.30+384405.3,DA,10632.0,7.33
SDSS J111642.31-103202.4,DA,20845.0,8.561
SDSS J111647.27+514743.9,DA,10077.0,7.8
SDSS J111647.28+293331.5,DA,28410.0,7.55
SDSS J111651.91+060847.4,DA,10693.0,7.173
SDSS J111652.84+230524.1,DA:,9326.0,7.462999999999999
SDSS J111654.96-012114.8,DA:,8076.0,8.088
SDSS J111655.03+060039.2,DA,8102.0,8.323
SDSS J111655.59+514748.7,DA,9013.0,7.995
SDSS J111657.53-015935.8,DA:,8032.0,6.2
SDSS J111706.14+163429.1,DA,8663.0,8.112
SDSS J111706.70+184312.4,DA,17506.0,8.02
SDSS J111706.77+521224.3,DA,,
SDSS J111707.02+184453.1,DA,16401.0,8.02
SDSS J111709.81+274336.0,DA,8663.0,8.0
SDSS J111709.92+480938.7,DA:,6850.0,7.551
SDSS J111722.27+311653.1,DA,11603.0,7.988
SDSS J111724.91+630004.3,DA,15871.0,7.778
SDSS J111726.03+544305.2,DA,7064.0,7.932
SDSS J111729.71+163630.2,DA,8641.0,8.033
SDSS J111732.68+325802.5,DA,16839.0,7.829
SDSS J111733.56+054201.2,DA,18108.0,7.772
SDSS J111734.08+171146.6,DA,10204.0,8.15
SDSS J111735.80+512210.7,DA,10354.0,5.51
SDSS J111741.44+264647.7,DA,15579.0,8.16
SDSS J111741.78+382722.4,DA,17537.0,7.82
SDSS J111741.81+191957.4,DA,16733.0,7.86
SDSS J111743.73+423431.5,DA,10882.0,7.795
SDSS J111743.92+182132.7,DA,9608.0,8.605
SDSS J111746.29+273146.9,DA,14098.0,7.76
SDSS J111746.50+324651.6,DA,9265.0,7.813
SDSS J111748.82+091046.8,DA,14785.0,8.392
SDSS J111750.08+094152.0,DAM,8423.0,6.391
SDSS J111753.52+263856.2,DA,7925.0,7.911
SDSS J111754.45+524526.3,DA,8025.0,8.155
SDSS J111754.47+592558.0,DA,6331.0,7.432
SDSS J111754.67+104509.4,DA,21312.0,7.295
SDSS J111756.82+053720.4,DA,8377.0,7.983
SDSS J111758.46+563623.8,DA,8125.0,7.725
SDSS J111805.31+170554.3,DAZ:,6800.0,6.87
SDSS J111806.12+095940.5,DA,7656.0,7.97
SDSS J111806.76+544512.0,DA:,8670.0,8.407
SDSS J111812.67+095241.4,DAH,10641.0,8.432
SDSS J111816.39+040206.7,DA,8969.0,7.943
SDSS J111817.57+200015.3,DA,20875.0,7.702
SDSS J111820.09+672257.6,DA,9379.0,6.419
SDSS J111822.85+062755.6,DA,6271.0,8.005
SDSS J111823.26+340723.7,DA,15076.0,8.196
SDSS J111823.55+314656.3,DA,18401.0,7.979
SDSS J111825.44+571918.9,DA,8010.0,7.064
SDSS J111827.78+630309.9,DA:,7650.0,7.036
SDSS J111828.40+635601.2,DA,11265.0,6.547999999999999
SDSS J111828.49+331158.6,DA,3811.0,8.638
SDSS J111833.95+321616.9,DA,9764.0,7.858
SDSS J111840.23+604032.6,DA,14061.0,8.448
SDSS J111841.50+650556.8,DA,20304.0,7.683
SDSS J111842.89+165311.5,DA,8514.0,7.92
SDSS J111844.41+043316.7,DA,12670.0,7.853
SDSS J111844.62+445305.5,DA,6672.0,6.983
SDSS J111845.06+191632.2,DA,8039.0,7.955
SDSS J111857.04+192338.1,DA:,7931.0,8.39
SDSS J111904.46+660159.4,DA,15164.0,7.676
SDSS J111909.54+394439.0,DA,7592.0,7.731
SDSS J111909.78+334224.7,DAO,56661.0,7.5
SDSS J111916.75+043536.0,DA,92927.0,8.161
SDSS J111919.13-125933.4,DA,7834.0,7.802
SDSS J111926.22+220352.0,DA:,6699.0,8.186
SDSS J111927.48+200524.7,DA,8162.0,8.906
SDSS J111929.66+080727.6,DA,11245.0,7.812
SDSS J111929.79+482038.7,DAZ:,6735.0,7.82
SDSS J111933.43+272352.0,DA:,10418.0,7.86
SDSS J111933.91+371610.1,DA,15464.0,8.727
SDSS J111938.55+452130.8,DA,7719.0,8.377
SDSS J111938.63+470826.9,DA,8054.0,7.807
SDSS J111941.61+381451.5,DA,10374.0,8.068
